sample_id,run_id,channel_id,event_time,t_seconds,value,unit,quality
T-102:AUX-401:448,T-102,CH-AUX-401,2026-09-11T12:00:44.800000Z,44.8,5.02872,V,good
T-102:AUX-401:449,T-102,CH-AUX-401,2026-09-11T12:00:44.900000Z,44.9,5.02186,V,good
T-102:AUX-401:450,T-102,CH-AUX-401,2026-09-11T12:00:45Z,45.0,5.02638,V,good
T-102:AUX-401:451,T-102,CH-AUX-401,2026-09-11T12:00:45.100000Z,45.1,5.01991,V,good
T-102:AUX-401:452,T-102,CH-AUX-401,2026-09-11T12:00:45.200000Z,45.2,5.02273,V,good
T-102:AUX-401:453,T-102,CH-AUX-401,2026-09-11T12:00:45.300000Z,45.3,5.02548,V,good
T-102:AUX-401:454,T-102,CH-AUX-401,2026-09-11T12:00:45.400000Z,45.4,5.02218,V,good
T-102:AUX-401:455,T-102,CH-AUX-401,2026-09-11T12:00:45.500000Z,45.5,5.02434,V,good
T-102:AUX-401:456,T-102,CH-AUX-401,2026-09-11T12:00:45.600000Z,45.6,5.02165,V,good
T-102:AUX-401:457,T-102,CH-AUX-401,2026-09-11T12:00:45.700000Z,45.7,5.02522,V,good
T-102:AUX-401:458,T-102,CH-AUX-401,2026-09-11T12:00:45.800000Z,45.8,5.02204,V,good
T-102:AUX-401:459,T-102,CH-AUX-401,2026-09-11T12:00:45.900000Z,45.9,5.02233,V,good
T-102:AUX-401:460,T-102,CH-AUX-401,2026-09-11T12:00:46Z,46.0,5.02561,V,good
T-102:AUX-401:461,T-102,CH-AUX-401,2026-09-11T12:00:46.100000Z,46.1,5.02015,V,good
T-102:AUX-401:462,T-102,CH-AUX-401,2026-09-11T12:00:46.200000Z,46.2,5.02645,V,good
T-102:AUX-401:463,T-102,CH-AUX-401,2026-09-11T12:00:46.300000Z,46.3,5.02277,V,good
T-102:AUX-401:464,T-102,CH-AUX-401,2026-09-11T12:00:46.400000Z,46.4,5.02874,V,good
T-102:AUX-401:465,T-102,CH-AUX-401,2026-09-11T12:00:46.500000Z,46.5,5.02336,V,good
T-102:AUX-401:466,T-102,CH-AUX-401,2026-09-11T12:00:46.600000Z,46.6,5.02238,V,good
T-102:AUX-401:467,T-102,CH-AUX-401,2026-09-11T12:00:46.700000Z,46.7,5.02476,V,good
T-102:AUX-401:468,T-102,CH-AUX-401,2026-09-11T12:00:46.800000Z,46.8,5.02688,V,good
T-102:AUX-401:469,T-102,CH-AUX-401,2026-09-11T12:00:46.900000Z,46.9,5.01818,V,good
T-102:AUX-401:470,T-102,CH-AUX-401,2026-09-11T12:00:47Z,47.0,5.02254,V,good
T-102:AUX-401:471,T-102,CH-AUX-401,2026-09-11T12:00:47.100000Z,47.1,5.02715,V,good
T-102:AUX-401:472,T-102,CH-AUX-401,2026-09-11T12:00:47.200000Z,47.2,5.02126,V,good
T-102:AUX-401:473,T-102,CH-AUX-401,2026-09-11T12:00:47.300000Z,47.3,5.02066,V,good
T-102:AUX-401:474,T-102,CH-AUX-401,2026-09-11T12:00:47.400000Z,47.4,5.01957,V,good
T-102:AUX-401:475,T-102,CH-AUX-401,2026-09-11T12:00:47.500000Z,47.5,5.02251,V,good
T-102:AUX-401:476,T-102,CH-AUX-401,2026-09-11T12:00:47.600000Z,47.6,5.02005,V,good
T-102:AUX-401:477,T-102,CH-AUX-401,2026-09-11T12:00:47.700000Z,47.7,5.02412,V,good
T-102:AUX-401:478,T-102,CH-AUX-401,2026-09-11T12:00:47.800000Z,47.8,5.01904,V,good
T-102:AUX-401:479,T-102,CH-AUX-401,2026-09-11T12:00:47.900000Z,47.9,5.0214,V,good
T-102:AUX-401:480,T-102,CH-AUX-401,2026-09-11T12:00:48Z,48.0,5.02189,V,good
T-102:AUX-401:481,T-102,CH-AUX-401,2026-09-11T12:00:48.100000Z,48.1,5.02062,V,good
T-102:AUX-401:482,T-102,CH-AUX-401,2026-09-11T12:00:48.200000Z,48.2,5.02131,V,good
T-102:AUX-401:483,T-102,CH-AUX-401,2026-09-11T12:00:48.300000Z,48.3,5.01925,V,good
T-102:AUX-401:484,T-102,CH-AUX-401,2026-09-11T12:00:48.400000Z,48.4,5.01918,V,good
T-102:AUX-401:485,T-102,CH-AUX-401,2026-09-11T12:00:48.500000Z,48.5,5.02422,V,good
T-102:AUX-401:486,T-102,CH-AUX-401,2026-09-11T12:00:48.600000Z,48.6,5.02193,V,good
T-102:AUX-401:487,T-102,CH-AUX-401,2026-09-11T12:00:48.700000Z,48.7,5.02165,V,good
T-102:AUX-401:488,T-102,CH-AUX-401,2026-09-11T12:00:48.800000Z,48.8,5.02294,V,good
T-102:AUX-401:489,T-102,CH-AUX-401,2026-09-11T12:00:48.900000Z,48.9,5.02102,V,good
T-102:AUX-401:490,T-102,CH-AUX-401,2026-09-11T12:00:49Z,49.0,5.01894,V,good
T-102:AUX-401:491,T-102,CH-AUX-401,2026-09-11T12:00:49.100000Z,49.1,5.02084,V,good
T-102:AUX-401:492,T-102,CH-AUX-401,2026-09-11T12:00:49.200000Z,49.2,5.01846,V,good
T-102:AUX-401:493,T-102,CH-AUX-401,2026-09-11T12:00:49.300000Z,49.3,5.02311,V,good
T-102:AUX-401:494,T-102,CH-AUX-401,2026-09-11T12:00:49.400000Z,49.4,5.01894,V,good
T-102:AUX-401:495,T-102,CH-AUX-401,2026-09-11T12:00:49.500000Z,49.5,5.01819,V,good
T-102:AUX-401:496,T-102,CH-AUX-401,2026-09-11T12:00:49.600000Z,49.6,5.02163,V,good
T-102:AUX-401:497,T-102,CH-AUX-401,2026-09-11T12:00:49.700000Z,49.7,5.01943,V,good
T-102:AUX-401:498,T-102,CH-AUX-401,2026-09-11T12:00:49.800000Z,49.8,5.01525,V,good
T-102:AUX-401:499,T-102,CH-AUX-401,2026-09-11T12:00:49.900000Z,49.9,5.01783,V,good
T-102:AUX-401:500,T-102,CH-AUX-401,2026-09-11T12:00:50Z,50.0,5.01306,V,good
T-102:AUX-401:501,T-102,CH-AUX-401,2026-09-11T12:00:50.100000Z,50.1,5.01526,V,good
T-102:AUX-401:502,T-102,CH-AUX-401,2026-09-11T12:00:50.200000Z,50.2,5.01592,V,good
T-102:AUX-401:503,T-102,CH-AUX-401,2026-09-11T12:00:50.300000Z,50.3,5.01544,V,good
T-102:AUX-401:504,T-102,CH-AUX-401,2026-09-11T12:00:50.400000Z,50.4,5.01427,V,good
T-102:AUX-401:505,T-102,CH-AUX-401,2026-09-11T12:00:50.500000Z,50.5,5.01189,V,good
T-102:AUX-401:506,T-102,CH-AUX-401,2026-09-11T12:00:50.600000Z,50.6,5.01486,V,good
T-102:AUX-401:507,T-102,CH-AUX-401,2026-09-11T12:00:50.700000Z,50.7,5.01484,V,good
T-102:AUX-401:508,T-102,CH-AUX-401,2026-09-11T12:00:50.800000Z,50.8,5.01134,V,good
T-102:AUX-401:509,T-102,CH-AUX-401,2026-09-11T12:00:50.900000Z,50.9,5.01254,V,good
T-102:AUX-401:510,T-102,CH-AUX-401,2026-09-11T12:00:51Z,51.0,5.01339,V,good
T-102:AUX-401:511,T-102,CH-AUX-401,2026-09-11T12:00:51.100000Z,51.1,5.01295,V,good
T-102:AUX-401:512,T-102,CH-AUX-401,2026-09-11T12:00:51.200000Z,51.2,5.01216,V,good
T-102:AUX-401:513,T-102,CH-AUX-401,2026-09-11T12:00:51.300000Z,51.3,5.01201,V,good
T-102:AUX-401:514,T-102,CH-AUX-401,2026-09-11T12:00:51.400000Z,51.4,5.01189,V,good
T-102:AUX-401:515,T-102,CH-AUX-401,2026-09-11T12:00:51.500000Z,51.5,5.01173,V,good
T-102:AUX-401:516,T-102,CH-AUX-401,2026-09-11T12:00:51.600000Z,51.6,5.0106,V,good
T-102:AUX-401:517,T-102,CH-AUX-401,2026-09-11T12:00:51.700000Z,51.7,5.00772,V,good
T-102:AUX-401:518,T-102,CH-AUX-401,2026-09-11T12:00:51.800000Z,51.8,5.00936,V,good
T-102:AUX-401:519,T-102,CH-AUX-401,2026-09-11T12:00:51.900000Z,51.9,5.00638,V,good
T-102:AUX-401:520,T-102,CH-AUX-401,2026-09-11T12:00:52Z,52.0,5.00612,V,good
T-102:AUX-401:521,T-102,CH-AUX-401,2026-09-11T12:00:52.100000Z,52.1,5.00796,V,good
T-102:AUX-401:522,T-102,CH-AUX-401,2026-09-11T12:00:52.200000Z,52.2,5.00677,V,good
T-102:AUX-401:523,T-102,CH-AUX-401,2026-09-11T12:00:52.300000Z,52.3,5.00444,V,good
T-102:AUX-401:524,T-102,CH-AUX-401,2026-09-11T12:00:52.400000Z,52.4,5.00705,V,good
T-102:AUX-401:525,T-102,CH-AUX-401,2026-09-11T12:00:52.500000Z,52.5,5.00327,V,good
T-102:AUX-401:526,T-102,CH-AUX-401,2026-09-11T12:00:52.600000Z,52.6,5.00582,V,good
T-102:AUX-401:527,T-102,CH-AUX-401,2026-09-11T12:00:52.700000Z,52.7,5.00085,V,good
T-102:AUX-401:528,T-102,CH-AUX-401,2026-09-11T12:00:52.800000Z,52.8,5.00699,V,good
T-102:AUX-401:529,T-102,CH-AUX-401,2026-09-11T12:00:52.900000Z,52.9,5.00441,V,good
T-102:AUX-401:530,T-102,CH-AUX-401,2026-09-11T12:00:53Z,53.0,5.00385,V,good
T-102:AUX-401:531,T-102,CH-AUX-401,2026-09-11T12:00:53.100000Z,53.1,5.00224,V,good
T-102:AUX-401:532,T-102,CH-AUX-401,2026-09-11T12:00:53.200000Z,53.2,4.99838,V,good
T-102:AUX-401:533,T-102,CH-AUX-401,2026-09-11T12:00:53.300000Z,53.3,4.99703,V,good
T-102:AUX-401:534,T-102,CH-AUX-401,2026-09-11T12:00:53.400000Z,53.4,5.00088,V,good
T-102:AUX-401:535,T-102,CH-AUX-401,2026-09-11T12:00:53.500000Z,53.5,4.99927,V,good
T-102:AUX-401:536,T-102,CH-AUX-401,2026-09-11T12:00:53.600000Z,53.6,5.00052,V,good
T-102:AUX-401:537,T-102,CH-AUX-401,2026-09-11T12:00:53.700000Z,53.7,5.00179,V,good
T-102:AUX-401:538,T-102,CH-AUX-401,2026-09-11T12:00:53.800000Z,53.8,4.99974,V,good
T-102:AUX-401:539,T-102,CH-AUX-401,2026-09-11T12:00:53.900000Z,53.9,4.9958,V,good
T-102:AUX-401:540,T-102,CH-AUX-401,2026-09-11T12:00:54Z,54.0,4.99929,V,good
T-102:AUX-401:541,T-102,CH-AUX-401,2026-09-11T12:00:54.100000Z,54.1,4.99568,V,good
T-102:AUX-401:542,T-102,CH-AUX-401,2026-09-11T12:00:54.200000Z,54.2,4.99771,V,good
T-102:AUX-401:543,T-102,CH-AUX-401,2026-09-11T12:00:54.300000Z,54.3,4.99771,V,good
T-102:AUX-401:544,T-102,CH-AUX-401,2026-09-11T12:00:54.400000Z,54.4,4.99442,V,good
T-102:AUX-401:545,T-102,CH-AUX-401,2026-09-11T12:00:54.500000Z,54.5,4.99888,V,good
T-102:AUX-401:546,T-102,CH-AUX-401,2026-09-11T12:00:54.600000Z,54.6,4.99389,V,good
T-102:AUX-401:547,T-102,CH-AUX-401,2026-09-11T12:00:54.700000Z,54.7,4.99432,V,good
T-102:AUX-401:548,T-102,CH-AUX-401,2026-09-11T12:00:54.800000Z,54.8,4.99694,V,good
T-102:AUX-401:549,T-102,CH-AUX-401,2026-09-11T12:00:54.900000Z,54.9,4.99375,V,good
T-102:AUX-401:550,T-102,CH-AUX-401,2026-09-11T12:00:55Z,55.0,4.99072,V,good
T-102:AUX-401:551,T-102,CH-AUX-401,2026-09-11T12:00:55.100000Z,55.1,4.99145,V,good
T-102:AUX-401:552,T-102,CH-AUX-401,2026-09-11T12:00:55.200000Z,55.2,4.99243,V,good
T-102:AUX-401:553,T-102,CH-AUX-401,2026-09-11T12:00:55.300000Z,55.3,4.99027,V,good
T-102:AUX-401:554,T-102,CH-AUX-401,2026-09-11T12:00:55.400000Z,55.4,4.98964,V,good
T-102:AUX-401:555,T-102,CH-AUX-401,2026-09-11T12:00:55.500000Z,55.5,4.99282,V,good
T-102:AUX-401:556,T-102,CH-AUX-401,2026-09-11T12:00:55.600000Z,55.6,4.9895,V,good
T-102:AUX-401:557,T-102,CH-AUX-401,2026-09-11T12:00:55.700000Z,55.7,4.99388,V,good
T-102:AUX-401:558,T-102,CH-AUX-401,2026-09-11T12:00:55.800000Z,55.8,4.98868,V,good
T-102:AUX-401:559,T-102,CH-AUX-401,2026-09-11T12:00:55.900000Z,55.9,4.98608,V,good
T-102:AUX-401:560,T-102,CH-AUX-401,2026-09-11T12:00:56Z,56.0,4.98758,V,good
T-102:AUX-401:561,T-102,CH-AUX-401,2026-09-11T12:00:56.100000Z,56.1,4.99008,V,good
T-102:AUX-401:562,T-102,CH-AUX-401,2026-09-11T12:00:56.200000Z,56.2,4.98587,V,good
T-102:AUX-401:563,T-102,CH-AUX-401,2026-09-11T12:00:56.300000Z,56.3,4.98968,V,good
T-102:AUX-401:564,T-102,CH-AUX-401,2026-09-11T12:00:56.400000Z,56.4,4.98648,V,good
T-102:AUX-401:565,T-102,CH-AUX-401,2026-09-11T12:00:56.500000Z,56.5,4.98704,V,good
T-102:AUX-401:566,T-102,CH-AUX-401,2026-09-11T12:00:56.600000Z,56.6,4.98382,V,good
T-102:AUX-401:567,T-102,CH-AUX-401,2026-09-11T12:00:56.700000Z,56.7,4.98531,V,good
T-102:AUX-401:568,T-102,CH-AUX-401,2026-09-11T12:00:56.800000Z,56.8,4.98482,V,good
T-102:AUX-401:569,T-102,CH-AUX-401,2026-09-11T12:00:56.900000Z,56.9,4.98706,V,good
T-102:AUX-401:570,T-102,CH-AUX-401,2026-09-11T12:00:57Z,57.0,4.98288,V,good
T-102:AUX-401:571,T-102,CH-AUX-401,2026-09-11T12:00:57.100000Z,57.1,4.97976,V,good
T-102:AUX-401:572,T-102,CH-AUX-401,2026-09-11T12:00:57.200000Z,57.2,4.98053,V,good
T-102:AUX-401:573,T-102,CH-AUX-401,2026-09-11T12:00:57.300000Z,57.3,4.98122,V,good
T-102:AUX-401:574,T-102,CH-AUX-401,2026-09-11T12:00:57.400000Z,57.4,4.98415,V,good
T-102:AUX-401:575,T-102,CH-AUX-401,2026-09-11T12:00:57.500000Z,57.5,4.97997,V,good
T-102:AUX-401:576,T-102,CH-AUX-401,2026-09-11T12:00:57.600000Z,57.6,4.97941,V,good
T-102:AUX-401:577,T-102,CH-AUX-401,2026-09-11T12:00:57.700000Z,57.7,4.98076,V,good
T-102:AUX-401:578,T-102,CH-AUX-401,2026-09-11T12:00:57.800000Z,57.8,4.98113,V,good
T-102:AUX-401:579,T-102,CH-AUX-401,2026-09-11T12:00:57.900000Z,57.9,4.98064,V,good
T-102:AUX-401:580,T-102,CH-AUX-401,2026-09-11T12:00:58Z,58.0,4.97733,V,good
T-102:AUX-401:581,T-102,CH-AUX-401,2026-09-11T12:00:58.100000Z,58.1,4.97945,V,good
T-102:AUX-401:582,T-102,CH-AUX-401,2026-09-11T12:00:58.200000Z,58.2,4.98231,V,good
T-102:AUX-401:583,T-102,CH-AUX-401,2026-09-11T12:00:58.300000Z,58.3,4.98062,V,good
T-102:AUX-401:584,T-102,CH-AUX-401,2026-09-11T12:00:58.400000Z,58.4,4.98031,V,good
T-102:AUX-401:585,T-102,CH-AUX-401,2026-09-11T12:00:58.500000Z,58.5,4.97717,V,good
T-102:AUX-401:586,T-102,CH-AUX-401,2026-09-11T12:00:58.600000Z,58.6,4.9781,V,good
T-102:AUX-401:587,T-102,CH-AUX-401,2026-09-11T12:00:58.700000Z,58.7,4.97542,V,good
T-102:AUX-401:588,T-102,CH-AUX-401,2026-09-11T12:00:58.800000Z,58.8,4.97971,V,good
T-102:AUX-401:589,T-102,CH-AUX-401,2026-09-11T12:00:58.900000Z,58.9,4.98016,V,good
T-102:AUX-401:590,T-102,CH-AUX-401,2026-09-11T12:00:59Z,59.0,4.97723,V,good
T-102:AUX-401:591,T-102,CH-AUX-401,2026-09-11T12:00:59.100000Z,59.1,4.97664,V,good
T-102:AUX-401:592,T-102,CH-AUX-401,2026-09-11T12:00:59.200000Z,59.2,4.97528,V,good
T-102:AUX-401:593,T-102,CH-AUX-401,2026-09-11T12:00:59.300000Z,59.3,4.97686,V,good
T-102:AUX-401:594,T-102,CH-AUX-401,2026-09-11T12:00:59.400000Z,59.4,4.98113,V,good
T-102:AUX-401:595,T-102,CH-AUX-401,2026-09-11T12:00:59.500000Z,59.5,4.97498,V,good
T-102:AUX-401:596,T-102,CH-AUX-401,2026-09-11T12:00:59.600000Z,59.6,4.97714,V,good
T-102:AUX-401:597,T-102,CH-AUX-401,2026-09-11T12:00:59.700000Z,59.7,4.97869,V,good
T-102:AUX-401:598,T-102,CH-AUX-401,2026-09-11T12:00:59.800000Z,59.8,4.97602,V,good
T-102:AUX-401:599,T-102,CH-AUX-401,2026-09-11T12:00:59.900000Z,59.9,4.97283,V,good
T-102:AUX-401:600,T-102,CH-AUX-401,2026-09-11T12:01:00Z,60.0,4.97681,V,good
T-103:P-101:0,T-103,CH-P-101,2026-09-12T12:00:00Z,0.0,103.24428,KiloPA,good
T-103:P-101:1,T-103,CH-P-101,2026-09-12T12:00:00.100000Z,0.1,103.05644,KiloPA,good
T-103:P-101:2,T-103,CH-P-101,2026-09-12T12:00:00.200000Z,0.2,103.05778,KiloPA,good
T-103:P-101:3,T-103,CH-P-101,2026-09-12T12:00:00.300000Z,0.3,103.08779,KiloPA,good
T-103:P-101:4,T-103,CH-P-101,2026-09-12T12:00:00.400000Z,0.4,102.78716,KiloPA,good
T-103:P-101:5,T-103,CH-P-101,2026-09-12T12:00:00.500000Z,0.5,103.21034,KiloPA,good
T-103:P-101:6,T-103,CH-P-101,2026-09-12T12:00:00.600000Z,0.6,103.11443,KiloPA,good
T-103:P-101:7,T-103,CH-P-101,2026-09-12T12:00:00.700000Z,0.7,103.07717,KiloPA,good
T-103:P-101:8,T-103,CH-P-101,2026-09-12T12:00:00.800000Z,0.8,103.45225,KiloPA,good
T-103:P-101:9,T-103,CH-P-101,2026-09-12T12:00:00.900000Z,0.9,103.13391,KiloPA,good
T-103:P-101:10,T-103,CH-P-101,2026-09-12T12:00:01Z,1.0,103.33343,KiloPA,good
T-103:P-101:11,T-103,CH-P-101,2026-09-12T12:00:01.100000Z,1.1,103.1509,KiloPA,good
T-103:P-101:12,T-103,CH-P-101,2026-09-12T12:00:01.200000Z,1.2,103.4341,KiloPA,good
T-103:P-101:13,T-103,CH-P-101,2026-09-12T12:00:01.300000Z,1.3,103.1861,KiloPA,good
T-103:P-101:14,T-103,CH-P-101,2026-09-12T12:00:01.400000Z,1.4,103.47762,KiloPA,good
T-103:P-101:15,T-103,CH-P-101,2026-09-12T12:00:01.500000Z,1.5,103.49161,KiloPA,good
T-103:P-101:16,T-103,CH-P-101,2026-09-12T12:00:01.600000Z,1.6,103.62107,KiloPA,good
T-103:P-101:17,T-103,CH-P-101,2026-09-12T12:00:01.700000Z,1.7,103.32586,KiloPA,good
T-103:P-101:18,T-103,CH-P-101,2026-09-12T12:00:01.800000Z,1.8,103.49356,KiloPA,good
T-103:P-101:19,T-103,CH-P-101,2026-09-12T12:00:01.900000Z,1.9,103.46163,KiloPA,good
T-103:P-101:20,T-103,CH-P-101,2026-09-12T12:00:02Z,2.0,103.73834,KiloPA,good
T-103:P-101:21,T-103,CH-P-101,2026-09-12T12:00:02.100000Z,2.1,103.37551,KiloPA,good
T-103:P-101:22,T-103,CH-P-101,2026-09-12T12:00:02.200000Z,2.2,103.6188,KiloPA,good
T-103:P-101:23,T-103,CH-P-101,2026-09-12T12:00:02.300000Z,2.3,103.78812,KiloPA,good
T-103:P-101:24,T-103,CH-P-101,2026-09-12T12:00:02.400000Z,2.4,103.7667,KiloPA,good
T-103:P-101:25,T-103,CH-P-101,2026-09-12T12:00:02.500000Z,2.5,103.52139,KiloPA,good
T-103:P-101:26,T-103,CH-P-101,2026-09-12T12:00:02.600000Z,2.6,103.9731,KiloPA,good
T-103:P-101:27,T-103,CH-P-101,2026-09-12T12:00:02.700000Z,2.7,103.83206,KiloPA,good
T-103:P-101:28,T-103,CH-P-101,2026-09-12T12:00:02.800000Z,2.8,104.00968,KiloPA,good
T-103:P-101:29,T-103,CH-P-101,2026-09-12T12:00:02.900000Z,2.9,103.80918,KiloPA,good
T-103:P-101:30,T-103,CH-P-101,2026-09-12T12:00:03Z,3.0,103.90912,KiloPA,good
T-103:P-101:31,T-103,CH-P-101,2026-09-12T12:00:03.100000Z,3.1,103.96113,KiloPA,good
T-103:P-101:32,T-103,CH-P-101,2026-09-12T12:00:03.200000Z,3.2,103.88537,KiloPA,good
T-103:P-101:33,T-103,CH-P-101,2026-09-12T12:00:03.300000Z,3.3,104.33496,KiloPA,good
T-103:P-101:34,T-103,CH-P-101,2026-09-12T12:00:03.400000Z,3.4,103.96252,KiloPA,good
T-103:P-101:35,T-103,CH-P-101,2026-09-12T12:00:03.500000Z,3.5,104.08488,KiloPA,good
T-103:P-101:36,T-103,CH-P-101,2026-09-12T12:00:03.600000Z,3.6,103.95213,KiloPA,good
T-103:P-101:37,T-103,CH-P-101,2026-09-12T12:00:03.700000Z,3.7,103.98993,KiloPA,good
T-103:P-101:38,T-103,CH-P-101,2026-09-12T12:00:03.800000Z,3.8,104.07879,KiloPA,good
T-103:P-101:39,T-103,CH-P-101,2026-09-12T12:00:03.900000Z,3.9,104.01073,KiloPA,good
T-103:P-101:40,T-103,CH-P-101,2026-09-12T12:00:04Z,4.0,103.99593,KiloPA,good
T-103:P-101:41,T-103,CH-P-101,2026-09-12T12:00:04.100000Z,4.1,104.17574,KiloPA,good
T-103:P-101:42,T-103,CH-P-101,2026-09-12T12:00:04.200000Z,4.2,104.12483,KiloPA,good
T-103:P-101:43,T-103,CH-P-101,2026-09-12T12:00:04.300000Z,4.3,104.55287,KiloPA,good
T-103:P-101:44,T-103,CH-P-101,2026-09-12T12:00:04.400000Z,4.4,104.20391,KiloPA,good
T-103:P-101:45,T-103,CH-P-101,2026-09-12T12:00:04.500000Z,4.5,104.14772,KiloPA,good
T-103:P-101:46,T-103,CH-P-101,2026-09-12T12:00:04.600000Z,4.6,104.37161,KiloPA,good
T-103:P-101:47,T-103,CH-P-101,2026-09-12T12:00:04.700000Z,4.7,104.57207,KiloPA,good
T-103:P-101:48,T-103,CH-P-101,2026-09-12T12:00:04.800000Z,4.8,104.05402,KiloPA,good
T-103:P-101:49,T-103,CH-P-101,2026-09-12T12:00:04.900000Z,4.9,104.52511,KiloPA,good
T-103:P-101:50,T-103,CH-P-101,2026-09-12T12:00:05Z,5.0,104.17692,KiloPA,good
T-103:P-101:51,T-103,CH-P-101,2026-09-12T12:00:05.100000Z,5.1,104.28481,KiloPA,good
T-103:P-101:52,T-103,CH-P-101,2026-09-12T12:00:05.200000Z,5.2,104.15721,KiloPA,good
T-103:P-101:53,T-103,CH-P-101,2026-09-12T12:00:05.300000Z,5.3,104.32066,KiloPA,good
T-103:P-101:54,T-103,CH-P-101,2026-09-12T12:00:05.400000Z,5.4,104.18917,KiloPA,good
T-103:P-101:55,T-103,CH-P-101,2026-09-12T12:00:05.500000Z,5.5,104.32871,KiloPA,good
T-103:P-101:56,T-103,CH-P-101,2026-09-12T12:00:05.600000Z,5.6,104.38619,KiloPA,good
T-103:P-101:57,T-103,CH-P-101,2026-09-12T12:00:05.700000Z,5.7,104.4304,KiloPA,good
T-103:P-101:58,T-103,CH-P-101,2026-09-12T12:00:05.800000Z,5.8,104.50753,KiloPA,good
T-103:P-101:59,T-103,CH-P-101,2026-09-12T12:00:05.900000Z,5.9,104.5217,KiloPA,good
T-103:P-101:60,T-103,CH-P-101,2026-09-12T12:00:06Z,6.0,104.4787,KiloPA,good
T-103:P-101:61,T-103,CH-P-101,2026-09-12T12:00:06.100000Z,6.1,104.71002,KiloPA,good
T-103:P-101:62,T-103,CH-P-101,2026-09-12T12:00:06.200000Z,6.2,104.54012,KiloPA,good
T-103:P-101:63,T-103,CH-P-101,2026-09-12T12:00:06.300000Z,6.3,104.71618,KiloPA,good
T-103:P-101:64,T-103,CH-P-101,2026-09-12T12:00:06.400000Z,6.4,104.55384,KiloPA,good
T-103:P-101:65,T-103,CH-P-101,2026-09-12T12:00:06.500000Z,6.5,104.4394,KiloPA,good
T-103:P-101:66,T-103,CH-P-101,2026-09-12T12:00:06.600000Z,6.6,104.33269,KiloPA,good
T-103:P-101:67,T-103,CH-P-101,2026-09-12T12:00:06.700000Z,6.7,104.1107,KiloPA,good
T-103:P-101:68,T-103,CH-P-101,2026-09-12T12:00:06.800000Z,6.8,104.49536,KiloPA,good
T-103:P-101:69,T-103,CH-P-101,2026-09-12T12:00:06.900000Z,6.9,104.38607,KiloPA,good
T-103:P-101:70,T-103,CH-P-101,2026-09-12T12:00:07Z,7.0,104.57296,KiloPA,good
T-103:P-101:71,T-103,CH-P-101,2026-09-12T12:00:07.100000Z,7.1,104.78686,KiloPA,good
T-103:P-101:72,T-103,CH-P-101,2026-09-12T12:00:07.200000Z,7.2,104.22483,KiloPA,good
T-103:P-101:73,T-103,CH-P-101,2026-09-12T12:00:07.300000Z,7.3,104.69787,KiloPA,good
T-103:P-101:74,T-103,CH-P-101,2026-09-12T12:00:07.400000Z,7.4,104.35103,KiloPA,good
T-103:P-101:75,T-103,CH-P-101,2026-09-12T12:00:07.500000Z,7.5,104.29936,KiloPA,good
T-103:P-101:76,T-103,CH-P-101,2026-09-12T12:00:07.600000Z,7.6,104.95619,KiloPA,good
T-103:P-101:77,T-103,CH-P-101,2026-09-12T12:00:07.700000Z,7.7,104.7203,KiloPA,good
T-103:P-101:78,T-103,CH-P-101,2026-09-12T12:00:07.800000Z,7.8,104.12418,KiloPA,good
T-103:P-101:79,T-103,CH-P-101,2026-09-12T12:00:07.900000Z,7.9,104.81456,KiloPA,good
T-103:P-101:80,T-103,CH-P-101,2026-09-12T12:00:08Z,8.0,104.56297,KiloPA,good
T-103:P-101:81,T-103,CH-P-101,2026-09-12T12:00:08.100000Z,8.1,104.83691,KiloPA,good
T-103:P-101:82,T-103,CH-P-101,2026-09-12T12:00:08.200000Z,8.2,104.44795,KiloPA,good
T-103:P-101:83,T-103,CH-P-101,2026-09-12T12:00:08.300000Z,8.3,104.62522,KiloPA,good
T-103:P-101:84,T-103,CH-P-101,2026-09-12T12:00:08.400000Z,8.4,104.60928,KiloPA,good
T-103:P-101:85,T-103,CH-P-101,2026-09-12T12:00:08.500000Z,8.5,104.25522,KiloPA,good
T-103:P-101:86,T-103,CH-P-101,2026-09-12T12:00:08.600000Z,8.6,104.60278,KiloPA,good
T-103:P-101:87,T-103,CH-P-101,2026-09-12T12:00:08.700000Z,8.7,104.70463,KiloPA,good
T-103:P-101:88,T-103,CH-P-101,2026-09-12T12:00:08.800000Z,8.8,104.41837,KiloPA,good
T-103:P-101:89,T-103,CH-P-101,2026-09-12T12:00:08.900000Z,8.9,104.64919,KiloPA,good
T-103:P-101:90,T-103,CH-P-101,2026-09-12T12:00:09Z,9.0,104.66337,KiloPA,good
T-103:P-101:91,T-103,CH-P-101,2026-09-12T12:00:09.100000Z,9.1,104.55399,KiloPA,good
T-103:P-101:92,T-103,CH-P-101,2026-09-12T12:00:09.200000Z,9.2,104.72384,KiloPA,good
T-103:P-101:93,T-103,CH-P-101,2026-09-12T12:00:09.300000Z,9.3,104.63602,KiloPA,good
T-103:P-101:94,T-103,CH-P-101,2026-09-12T12:00:09.400000Z,9.4,104.78247,KiloPA,good
T-103:P-101:95,T-103,CH-P-101,2026-09-12T12:00:09.500000Z,9.5,104.55562,KiloPA,good
T-103:P-101:96,T-103,CH-P-101,2026-09-12T12:00:09.600000Z,9.6,104.66986,KiloPA,good
